Day,Minute,Acti Data
Tuesday,193,0
Tuesday,194,0
Tuesday,195,0
Tuesday,196,0
Tuesday,197,0
Tuesday,198,0
Tuesday,199,0
Tuesday,200,0
Tuesday,201,0
Tuesday,202,0
Tuesday,203,0
Tuesday,204,0
Tuesday,205,0
Tuesday,206,0
Tuesday,207,0
Tuesday,208,0
Tuesday,209,13
Tuesday,210,0
Tuesday,211,0
Tuesday,212,0
Tuesday,213,0
Tuesday,214,0
Tuesday,215,0
Tuesday,216,0
Tuesday,217,0
Tuesday,218,0
Tuesday,219,0
Tuesday,220,0
Tuesday,221,0
Tuesday,222,0
Tuesday,223,0
Tuesday,224,0
Tuesday,225,0
Tuesday,226,0
Tuesday,227,0
Tuesday,228,0
Tuesday,229,0
Tuesday,230,0
Tuesday,231,0
Tuesday,232,0
Tuesday,233,0
Tuesday,234,0
Tuesday,235,0
Tuesday,236,0
Tuesday,237,0
Tuesday,238,0
Tuesday,239,0
Tuesday,240,0
Tuesday,241,0
Tuesday,242,64
Tuesday,243,0
Tuesday,244,0
Tuesday,245,461
Tuesday,246,115
Tuesday,247,289
Tuesday,248,847
Tuesday,249,26
Tuesday,250,64
Tuesday,251,517
Tuesday,252,0
Tuesday,253,0
Tuesday,254,0
Tuesday,255,0
Tuesday,256,154
Tuesday,257,335
Tuesday,258,776
Tuesday,259,0
Tuesday,260,0
Tuesday,261,0
Tuesday,262,0
Tuesday,263,0
Tuesday,264,0
Tuesday,265,0
Tuesday,266,0
Tuesday,267,0
Tuesday,268,0
Tuesday,269,0
Tuesday,270,0
Tuesday,271,0
Tuesday,272,0
Tuesday,273,0
Tuesday,274,0
Tuesday,275,0
Tuesday,276,0
Tuesday,277,0
Tuesday,278,0
Tuesday,279,0
Tuesday,280,0
Tuesday,281,0
Tuesday,282,0
Tuesday,283,0
Tuesday,284,353
Tuesday,285,0
Tuesday,286,0
Tuesday,287,0
Tuesday,288,64
Tuesday,289,0
Tuesday,290,0
Tuesday,291,0
Tuesday,292,0
Tuesday,293,0
Tuesday,294,0
Tuesday,295,0
Tuesday,296,0
Tuesday,297,0
Tuesday,298,0
Tuesday,299,0
Tuesday,300,0
Tuesday,301,0
Tuesday,302,0
Tuesday,303,0
Tuesday,304,0
Tuesday,305,0
Tuesday,306,0
Tuesday,307,0
Tuesday,308,0
Tuesday,309,0
Tuesday,310,0
Tuesday,311,0
Tuesday,312,0
Tuesday,313,0
Tuesday,314,0
Tuesday,315,0
Tuesday,316,0
Tuesday,317,0
Tuesday,318,0
Tuesday,319,0
Tuesday,320,0
Tuesday,321,0
Tuesday,322,0
Tuesday,323,0
Tuesday,324,0
Tuesday,325,0
Tuesday,326,0
Tuesday,327,0
Tuesday,328,26
Tuesday,329,26
Tuesday,330,0
Tuesday,331,0
Tuesday,332,0
Tuesday,333,0
Tuesday,334,0
Tuesday,335,13
Tuesday,336,0
Tuesday,337,0
Tuesday,338,141
Tuesday,339,497
Tuesday,340,353
Tuesday,341,320
Tuesday,342,154
Tuesday,343,0
Tuesday,344,0
Tuesday,345,0
Tuesday,346,0
Tuesday,347,115
Tuesday,348,0
Tuesday,349,0
Tuesday,350,0
Tuesday,351,0
Tuesday,352,0
Tuesday,353,0
Tuesday,354,0
Tuesday,355,0
Tuesday,356,0
Tuesday,357,0
Tuesday,358,0
Tuesday,359,0
Tuesday,360,0
Tuesday,361,0
Tuesday,362,0
Tuesday,363,0
Tuesday,364,0
Tuesday,365,0
Tuesday,366,0
Tuesday,367,0
Tuesday,368,0
Tuesday,369,0
Tuesday,370,0
Tuesday,371,0
Tuesday,372,0
Tuesday,373,13
Tuesday,374,26
Tuesday,375,154
Tuesday,376,289
Tuesday,377,0
Tuesday,378,0
Tuesday,379,0
Tuesday,380,0
Tuesday,381,0
Tuesday,382,0
Tuesday,383,64
Tuesday,384,51
Tuesday,385,0
Tuesday,386,0
Tuesday,387,0
Tuesday,388,0
Tuesday,389,0
Tuesday,390,0
Tuesday,391,90
Tuesday,392,0
Tuesday,393,0
Tuesday,394,26
Tuesday,395,0
Tuesday,396,0
Tuesday,397,0
Tuesday,398,0
Tuesday,399,0
Tuesday,400,0
Tuesday,401,0
Tuesday,402,0
Tuesday,403,0
Tuesday,404,0
Tuesday,405,0
Tuesday,406,0
Tuesday,407,0
Tuesday,408,13
Tuesday,409,0
Tuesday,410,0
Tuesday,411,0
Tuesday,412,0
Tuesday,413,0
Tuesday,414,425
Tuesday,415,975
Tuesday,416,620
Tuesday,417,873
Tuesday,418,684
Tuesday,419,640
Tuesday,420,479
Tuesday,421,1057
Tuesday,422,776
Tuesday,423,707
Tuesday,424,660
Tuesday,425,389
Tuesday,426,799
Tuesday,427,558
Tuesday,428,26
Tuesday,429,197
Tuesday,430,166
Tuesday,431,90
Tuesday,432,289
Tuesday,433,479
Tuesday,434,121.3712332
Tuesday,435,0
Tuesday,436,0
Tuesday,437,0
Tuesday,438,0
Tuesday,439,0
Tuesday,440,0
Tuesday,441,0
Tuesday,442,0
Tuesday,443,0
Tuesday,444,0
Tuesday,445,0
Tuesday,446,0
Tuesday,447,0
Tuesday,448,0
Tuesday,449,0
Tuesday,450,0
Tuesday,451,0
Tuesday,452,0
Tuesday,453,26
Tuesday,454,0
Tuesday,455,0
Tuesday,456,753
Tuesday,457,579
Tuesday,458,197
Tuesday,459,128
Tuesday,460,51
Tuesday,461,166
Tuesday,462,128
Tuesday,463,38
Tuesday,464,77
Tuesday,465,51
Tuesday,466,77
Tuesday,467,128
Tuesday,468,64
Tuesday,469,102
Tuesday,470,13
Tuesday,471,51
Tuesday,472,102
Tuesday,473,64
Tuesday,474,38
Tuesday,475,538
Tuesday,476,1170
Tuesday,477,1085
Tuesday,478,707
Tuesday,479,353
Tuesday,480,425
Tuesday,481,212
Tuesday,482,64
Tuesday,483,443
Tuesday,484,228
Tuesday,485,77
Tuesday,486,0
Tuesday,487,0
Tuesday,488,38
Tuesday,489,102
Tuesday,490,0
Tuesday,491,320
Tuesday,492,64
Tuesday,493,13
Tuesday,494,443
Tuesday,495,0
Tuesday,496,166
Tuesday,497,141
Tuesday,498,13
Tuesday,499,0
Tuesday,500,26
Tuesday,501,0
Tuesday,502,0
Tuesday,503,128
Tuesday,504,51
Tuesday,505,128
Tuesday,506,0
Tuesday,507,38
Tuesday,508,0
Tuesday,509,0
Tuesday,510,0
Tuesday,511,0
Tuesday,512,0
Tuesday,513,90
Tuesday,514,0
Tuesday,515,0
Tuesday,516,0
Tuesday,517,0
Tuesday,518,197
Tuesday,519,141
Tuesday,520,154
Tuesday,521,77
Tuesday,522,115
Tuesday,523,0
Tuesday,524,0
Tuesday,525,0
Tuesday,526,77
Tuesday,527,228
Tuesday,528,0
Tuesday,529,0
Tuesday,530,0
Tuesday,531,0
Tuesday,532,0
Tuesday,533,166
Tuesday,534,26
Tuesday,535,0
Tuesday,536,0
Tuesday,537,0
Tuesday,538,13
Tuesday,539,13
Tuesday,540,115
Tuesday,541,425
Tuesday,542,407
Tuesday,543,599
Tuesday,544,371
Tuesday,545,407
Tuesday,546,0
Tuesday,547,0
Tuesday,548,0
Tuesday,549,305
Tuesday,550,38
Tuesday,551,0
Tuesday,552,0
Tuesday,553,0
Tuesday,554,0
Tuesday,555,0
Tuesday,556,154
Tuesday,557,90
Tuesday,558,212
Tuesday,559,90
Tuesday,560,64
Tuesday,561,64
Tuesday,562,389
Tuesday,563,389
Tuesday,564,975
Tuesday,565,259
Tuesday,566,371
Tuesday,567,26
Tuesday,568,26
Tuesday,569,115
Tuesday,570,26
Tuesday,571,51
Tuesday,572,228
Tuesday,573,115
Tuesday,574,51
Tuesday,575,64
Tuesday,576,141
Tuesday,577,517
Tuesday,578,620
Tuesday,579,13
Tuesday,580,0
Tuesday,581,115
Tuesday,582,0
Tuesday,583,115
Tuesday,584,353
Tuesday,585,154
Tuesday,586,443
Tuesday,587,0
Tuesday,588,197
Tuesday,589,335
Tuesday,590,0
Tuesday,591,26
Tuesday,592,320
Tuesday,593,243
Tuesday,594,197
Tuesday,595,599
Tuesday,596,707
Tuesday,597,517
Tuesday,598,13
Tuesday,599,64
Tuesday,600,128
Tuesday,601,197
Tuesday,602,26
Tuesday,603,115
Tuesday,604,38
Tuesday,605,371
Tuesday,606,38
Tuesday,607,0
Tuesday,608,90
Tuesday,609,64
Tuesday,610,26
Tuesday,611,141
Tuesday,612,38
Tuesday,613,128
Tuesday,614,26
Tuesday,615,141
Tuesday,616,141
Tuesday,617,26
Tuesday,618,26
Tuesday,619,90
Tuesday,620,289
Tuesday,621,873
Tuesday,622,517
Tuesday,623,425
Tuesday,624,320
Tuesday,625,320
Tuesday,626,141
Tuesday,627,26
Tuesday,628,353
Tuesday,629,197
Tuesday,630,730
Tuesday,631,425
Tuesday,632,1457
Tuesday,633,197
Tuesday,634,128
Tuesday,635,0
Tuesday,636,154
Tuesday,637,0
Tuesday,638,707
Tuesday,639,128
Tuesday,640,77
Tuesday,641,0
Tuesday,642,0
Tuesday,643,0
Tuesday,644,51
Tuesday,645,1142
Tuesday,646,38
Tuesday,647,479
Tuesday,648,371
Tuesday,649,305
Tuesday,650,899
Tuesday,651,975
Tuesday,652,1324
Tuesday,653,730
Tuesday,654,479
Tuesday,655,0
Tuesday,656,274
Tuesday,657,141
Tuesday,658,102
Tuesday,659,228
Tuesday,660,776
Tuesday,661,753
Tuesday,662,538
Tuesday,663,38
Tuesday,664,64
Tuesday,665,407
Tuesday,666,182
Tuesday,667,197
Tuesday,668,141
Tuesday,669,443
Tuesday,670,166
Tuesday,671,128
Tuesday,672,0
Tuesday,673,353
Tuesday,674,479
Tuesday,675,517
Tuesday,676,497
Tuesday,677,197
Tuesday,678,38
Tuesday,679,166
Tuesday,680,182
Tuesday,681,38
Tuesday,682,13
Tuesday,683,0
Tuesday,684,212
Tuesday,685,289
Tuesday,686,443
Tuesday,687,90
Tuesday,688,90
Tuesday,689,443
Tuesday,690,182
Tuesday,691,197
Tuesday,692,115
Tuesday,693,13
Tuesday,694,141
Tuesday,695,371
Tuesday,696,579
Tuesday,697,212
Tuesday,698,90
Tuesday,699,197
Tuesday,700,102
Tuesday,701,115
Tuesday,702,13
Tuesday,703,0
Tuesday,704,182
Tuesday,705,77
Tuesday,706,479
Tuesday,707,443
Tuesday,708,1057
Tuesday,709,0
Tuesday,710,51
Tuesday,711,26
Tuesday,712,26
Tuesday,713,77
Tuesday,714,166
Tuesday,715,128
Tuesday,716,154
Tuesday,717,102
Tuesday,718,26
Tuesday,719,13
Tuesday,720,51
Tuesday,721,115
Tuesday,722,154
Tuesday,723,0
Tuesday,724,166
Tuesday,725,102
Tuesday,726,289
Tuesday,727,51
Tuesday,728,38
Tuesday,729,305
Tuesday,730,77
Tuesday,731,141
Tuesday,732,51
Tuesday,733,0
Tuesday,734,13
Tuesday,735,51
Tuesday,736,90
Tuesday,737,497
Tuesday,738,1001
Tuesday,739,228
Tuesday,740,1784
Tuesday,741,1905
Tuesday,742,443
Tuesday,743,166
Tuesday,744,64
Tuesday,745,305
Tuesday,746,371
Tuesday,747,305
Tuesday,748,497
Tuesday,749,497
Tuesday,750,13
Tuesday,751,243
Tuesday,752,197
Tuesday,753,212
Tuesday,754,407
Tuesday,755,950
Tuesday,756,538
Tuesday,757,212
Tuesday,758,154
Tuesday,759,1562
Tuesday,760,1423
Tuesday,761,64
Tuesday,762,64
Tuesday,763,115
Tuesday,764,64
Tuesday,765,38
Tuesday,766,64
Tuesday,767,64
Tuesday,768,0
Tuesday,769,407
Tuesday,770,1029
Tuesday,771,259
Tuesday,772,517
Tuesday,773,274
Tuesday,774,197
Tuesday,775,102
Tuesday,776,26
Tuesday,777,182
Tuesday,778,51
Tuesday,779,197
Tuesday,780,26
Tuesday,781,371
Tuesday,782,873
Tuesday,783,1029
Tuesday,784,847
Tuesday,785,389
Tuesday,786,13
Tuesday,787,141
Tuesday,788,0
Tuesday,789,13
Tuesday,790,13
Tuesday,791,141
Tuesday,792,64
Tuesday,793,182
Tuesday,794,121.3712332
Tuesday,795,497
Tuesday,796,26
Tuesday,797,64
Tuesday,798,115
Tuesday,799,128
Tuesday,800,77
Tuesday,801,0
Tuesday,802,90
Tuesday,803,115
Tuesday,804,599
Tuesday,805,730
Tuesday,806,579
Tuesday,807,182
Tuesday,808,26
Tuesday,809,26
Tuesday,810,90
Tuesday,811,0
Tuesday,812,115
Tuesday,813,13
Tuesday,814,77
Tuesday,815,141
Tuesday,816,38
Tuesday,817,0
Tuesday,818,0
Tuesday,819,64
Tuesday,820,77
Tuesday,821,13
Tuesday,822,64
Tuesday,823,64
Tuesday,824,90
Tuesday,825,77
Tuesday,826,77
Tuesday,827,26
Tuesday,828,154
Tuesday,829,182
Tuesday,830,51
Tuesday,831,102
Tuesday,832,228
Tuesday,833,51
Tuesday,834,51
Tuesday,835,274
Tuesday,836,38
Tuesday,837,102
Tuesday,838,128
Tuesday,839,371
Tuesday,840,243
Tuesday,841,443
Tuesday,842,0
Tuesday,843,26
Tuesday,844,13
Tuesday,845,305
Tuesday,846,128
Tuesday,847,90
Tuesday,848,0
Tuesday,849,102
Tuesday,850,51
Tuesday,851,0
Tuesday,852,0
Tuesday,853,102
Tuesday,854,128
Tuesday,855,77
Tuesday,856,13
Tuesday,857,212
Tuesday,858,26
Tuesday,859,443
Tuesday,860,407
Tuesday,861,924
Tuesday,862,38
Tuesday,863,115
Tuesday,864,26
Tuesday,865,873
Tuesday,866,51
Tuesday,867,0
Tuesday,868,0
Tuesday,869,51
Tuesday,870,38
Tuesday,871,197
Tuesday,872,90
Tuesday,873,38
Tuesday,874,13
Tuesday,875,197
Tuesday,876,102
Tuesday,877,182
Tuesday,878,128
Tuesday,879,141
Tuesday,880,64
Tuesday,881,51
Tuesday,882,0
Tuesday,883,13
Tuesday,884,0
Tuesday,885,0
Tuesday,886,166
Tuesday,887,77
Tuesday,888,64
Tuesday,889,0
Tuesday,890,0
Tuesday,891,259
Tuesday,892,90
Tuesday,893,26
Tuesday,894,64
Tuesday,895,197
Tuesday,896,13
Tuesday,897,38
Tuesday,898,38
Tuesday,899,924
Tuesday,900,443
Tuesday,901,479
Tuesday,902,13
Tuesday,903,26
Tuesday,904,141
Tuesday,905,154
Tuesday,906,0
Tuesday,907,115
Tuesday,908,305
Tuesday,909,90
Tuesday,910,115
Tuesday,911,77
Tuesday,912,13
Tuesday,913,154
Tuesday,914,38
Tuesday,915,0
Tuesday,916,259
Tuesday,917,51
Tuesday,918,371
Tuesday,919,182
Tuesday,920,38
Tuesday,921,320
Tuesday,922,660
Tuesday,923,26
Tuesday,924,64
Tuesday,925,13
Tuesday,926,13
Tuesday,927,64
Tuesday,928,497
Tuesday,929,1293
Tuesday,930,924
Tuesday,931,873
Tuesday,932,1390
Tuesday,933,443
Tuesday,934,154
Tuesday,935,115
Tuesday,936,90
Tuesday,937,77
Tuesday,938,38
Tuesday,939,77
Tuesday,940,707
Tuesday,941,64
Tuesday,942,154
Tuesday,943,730
Tuesday,944,115
Tuesday,945,38
Tuesday,946,102
Tuesday,947,51
Tuesday,948,51
Tuesday,949,102
Tuesday,950,166
Tuesday,951,128
Tuesday,952,51
Tuesday,953,90
Tuesday,954,38
Tuesday,955,13
Tuesday,956,0
Tuesday,957,102
Tuesday,958,1114
Tuesday,959,115
Tuesday,960,0
Tuesday,961,38
Tuesday,962,1057
Tuesday,963,320
Tuesday,964,38
Tuesday,965,0
Tuesday,966,51
Tuesday,967,90
Tuesday,968,64
Tuesday,969,0
Tuesday,970,141
Tuesday,971,335
Tuesday,972,924
Tuesday,973,684
Tuesday,974,259
Tuesday,975,684
Tuesday,976,305
Tuesday,977,640
Tuesday,978,154
Tuesday,979,707
Tuesday,980,730
Tuesday,981,212
Tuesday,982,90
Tuesday,983,38
Tuesday,984,64
Tuesday,985,64
Tuesday,986,64
Tuesday,987,51
Tuesday,988,0
Tuesday,989,182
Tuesday,990,38
Tuesday,991,243
Tuesday,992,558
Tuesday,993,558
Tuesday,994,141
Tuesday,995,873
Tuesday,996,335
Tuesday,997,141
Tuesday,998,579
Tuesday,999,1457
Tuesday,1000,776
Tuesday,1001,274
Tuesday,1002,243
Tuesday,1003,102
Tuesday,1004,371
Tuesday,1005,371
Tuesday,1006,776
Tuesday,1007,228
Tuesday,1008,243
Tuesday,1009,599
Tuesday,1010,0
Tuesday,1011,497
Tuesday,1012,873
Tuesday,1013,899
Tuesday,1014,899
Tuesday,1015,579
Tuesday,1016,730
Tuesday,1017,599
Tuesday,1018,197
Tuesday,1019,166
Tuesday,1020,899
Tuesday,1021,950
Tuesday,1022,1170
Tuesday,1023,730
Tuesday,1024,77
Tuesday,1025,579
Tuesday,1026,1864
Tuesday,1027,1201
Tuesday,1028,1633
Tuesday,1029,1170
Tuesday,1030,497
Tuesday,1031,776
Tuesday,1032,320
Tuesday,1033,975
Tuesday,1034,407
Tuesday,1035,558
Tuesday,1036,579
Tuesday,1037,407
Tuesday,1038,26
Tuesday,1039,13
Tuesday,1040,228
Tuesday,1041,371
Tuesday,1042,538
Tuesday,1043,558
Tuesday,1044,599
Tuesday,1045,684
Tuesday,1046,259
Tuesday,1047,128
Tuesday,1048,228
Tuesday,1049,305
Tuesday,1050,141
Tuesday,1051,305
Tuesday,1052,289
Tuesday,1053,13
Tuesday,1054,51
Tuesday,1055,0
Tuesday,1056,0
Tuesday,1057,289
Tuesday,1058,64
Tuesday,1059,0
Tuesday,1060,0
Tuesday,1061,243
Tuesday,1062,335
Tuesday,1063,461
Tuesday,1064,389
Tuesday,1065,274
Tuesday,1066,77
Tuesday,1067,13
Tuesday,1068,38
Tuesday,1069,77
Tuesday,1070,371
Tuesday,1071,389
Tuesday,1072,0
Tuesday,1073,64
Tuesday,1074,90
Tuesday,1075,13
Tuesday,1076,26
Tuesday,1077,77
Tuesday,1078,26
Tuesday,1079,51
Tuesday,1080,182
Tuesday,1081,517
Tuesday,1082,425
Tuesday,1083,599
Tuesday,1084,26
Tuesday,1085,479
Tuesday,1086,1057
Tuesday,1087,497
Tuesday,1088,538
Tuesday,1089,899
Tuesday,1090,64
Tuesday,1091,13
Tuesday,1092,0
Tuesday,1093,102
Tuesday,1094,320
Tuesday,1095,425
Tuesday,1096,320
Tuesday,1097,289
Tuesday,1098,38
Tuesday,1099,26
Tuesday,1100,0
Tuesday,1101,707
Tuesday,1102,389
Tuesday,1103,371
Tuesday,1104,707
Tuesday,1105,425
Tuesday,1106,154
Tuesday,1107,243
Tuesday,1108,141
Tuesday,1109,847
Tuesday,1110,579
Tuesday,1111,497
Tuesday,1112,335
Tuesday,1113,320
Tuesday,1114,538
Tuesday,1115,335
Tuesday,1116,197
Tuesday,1117,289
Tuesday,1118,620
Tuesday,1119,558
Tuesday,1120,479
Tuesday,1121,305
Tuesday,1122,443
Tuesday,1123,443
Tuesday,1124,182
Tuesday,1125,197
Tuesday,1126,517
Tuesday,1127,243
Tuesday,1128,212
Tuesday,1129,197
Tuesday,1130,1057
Tuesday,1131,497
Tuesday,1132,950
Tuesday,1133,407
Tuesday,1134,141
Tuesday,1135,443
Tuesday,1136,320
Tuesday,1137,141
Tuesday,1138,0
Tuesday,1139,320
Tuesday,1140,389
Tuesday,1141,64
Tuesday,1142,90
Tuesday,1143,0
Tuesday,1144,335
Tuesday,1145,371
Tuesday,1146,461
Tuesday,1147,443
Tuesday,1148,243
Tuesday,1149,228
Tuesday,1150,538
Tuesday,1151,407
Tuesday,1152,497
Tuesday,1153,64
Tuesday,1154,479
Tuesday,1155,776
Tuesday,1156,620
Tuesday,1157,212
Tuesday,1158,212
Tuesday,1159,51
Tuesday,1160,620
Tuesday,1161,599
Tuesday,1162,538
Tuesday,1163,425
Tuesday,1164,128
Tuesday,1165,115
Tuesday,1166,115
Tuesday,1167,115
Tuesday,1168,141
Tuesday,1169,660
Tuesday,1170,274
Tuesday,1171,243
Tuesday,1172,166
Tuesday,1173,0
Tuesday,1174,51
Tuesday,1175,51
Tuesday,1176,0
Tuesday,1177,289
Tuesday,1178,0
Tuesday,1179,0
Tuesday,1180,599
Tuesday,1181,730
Tuesday,1182,517
Tuesday,1183,899
Tuesday,1184,320
Tuesday,1185,776
Tuesday,1186,77
Tuesday,1187,26
Tuesday,1188,64
Tuesday,1189,274
Tuesday,1190,38
Tuesday,1191,64
Tuesday,1192,38
Tuesday,1193,102
Tuesday,1194,274
Tuesday,1195,128
Tuesday,1196,102
Tuesday,1197,38
Tuesday,1198,154
Tuesday,1199,64
Tuesday,1200,26
Tuesday,1201,13
Tuesday,1202,38
Tuesday,1203,128
Tuesday,1204,182
Tuesday,1205,0
Tuesday,1206,26
Tuesday,1207,64
Tuesday,1208,0
Tuesday,1209,0
Tuesday,1210,0
Tuesday,1211,0
Tuesday,1212,13
Tuesday,1213,13
Tuesday,1214,0
Tuesday,1215,0
Tuesday,1216,0
Tuesday,1217,102
Tuesday,1218,26
Tuesday,1219,141
Tuesday,1220,13
Tuesday,1221,26
Tuesday,1222,26
Tuesday,1223,26
Tuesday,1224,38
Tuesday,1225,38
Tuesday,1226,77
Tuesday,1227,102
Tuesday,1228,0
Tuesday,1229,38
Tuesday,1230,320
Tuesday,1231,822
Tuesday,1232,0
Tuesday,1233,141
Tuesday,1234,371
Tuesday,1235,776
Tuesday,1236,558
Tuesday,1237,776
Tuesday,1238,1457
Tuesday,1239,166
Tuesday,1240,1231
Tuesday,1241,128
Tuesday,1242,0
Tuesday,1243,0
Tuesday,1244,0
Tuesday,1245,0
Tuesday,1246,0
Tuesday,1247,0
Tuesday,1248,0
Tuesday,1249,0
Tuesday,1250,0
Tuesday,1251,0
Tuesday,1252,0
Tuesday,1253,0
Tuesday,1254,0
Tuesday,1255,0
Tuesday,1256,0
Tuesday,1257,0
Tuesday,1258,0
Tuesday,1259,0
Tuesday,1260,0
Tuesday,1261,0
Tuesday,1262,0
Tuesday,1263,0
Tuesday,1264,0
Tuesday,1265,0
Tuesday,1266,0
Tuesday,1267,0
Tuesday,1268,0
Tuesday,1269,0
Tuesday,1270,0
Tuesday,1271,0
Tuesday,1272,0
Tuesday,1273,0
Tuesday,1274,0
Tuesday,1275,0
Tuesday,1276,0
Tuesday,1277,0
Tuesday,1278,0
Tuesday,1279,0
Tuesday,1280,0
Tuesday,1281,0
Tuesday,1282,115
Tuesday,1283,753
Tuesday,1284,1001
Tuesday,1285,1457
Tuesday,1286,1526
Tuesday,1287,1357
Tuesday,1288,1293
Tuesday,1289,660
Tuesday,1290,1057
Tuesday,1291,799
Tuesday,1292,776
Tuesday,1293,517
Tuesday,1294,0
Tuesday,1295,26
Tuesday,1296,0
Tuesday,1297,0
Tuesday,1298,26
Tuesday,1299,182
Tuesday,1300,38
Tuesday,1301,115
Tuesday,1302,141
Tuesday,1303,38
Tuesday,1304,102
Tuesday,1305,13
Tuesday,1306,64
Tuesday,1307,13
Tuesday,1308,13
Tuesday,1309,0
Tuesday,1310,26
Tuesday,1311,26
Tuesday,1312,38
Tuesday,1313,128
Tuesday,1314,0
Tuesday,1315,0
Tuesday,1316,90
Tuesday,1317,0
Tuesday,1318,0
Tuesday,1319,0
Tuesday,1320,0
Tuesday,1321,128
Tuesday,1322,13
Tuesday,1323,141
Tuesday,1324,0
Tuesday,1325,102
Tuesday,1326,64
Tuesday,1327,102
Tuesday,1328,0
Tuesday,1329,102
Tuesday,1330,90
Tuesday,1331,13
Tuesday,1332,38
Tuesday,1333,154
Tuesday,1334,13
Tuesday,1335,0
Tuesday,1336,26
Tuesday,1337,64
Tuesday,1338,26
Tuesday,1339,0
Tuesday,1340,0
Tuesday,1341,0
Tuesday,1342,320
Tuesday,1343,64
Tuesday,1344,0
Tuesday,1345,13
Tuesday,1346,26
Tuesday,1347,197
Tuesday,1348,115
Tuesday,1349,77
Tuesday,1350,38
Tuesday,1351,26
Tuesday,1352,0
Tuesday,1353,26
Tuesday,1354,26
Tuesday,1355,26
Tuesday,1356,90
Tuesday,1357,0
Tuesday,1358,90
Tuesday,1359,0
Tuesday,1360,141
Tuesday,1361,443
Tuesday,1362,77
Tuesday,1363,38
Tuesday,1364,51
Tuesday,1365,13
Tuesday,1366,0
Tuesday,1367,0
Tuesday,1368,0
Tuesday,1369,0
Tuesday,1370,38
Tuesday,1371,38
Tuesday,1372,640
Tuesday,1373,102
Tuesday,1374,51
Tuesday,1375,38
Tuesday,1376,115
Tuesday,1377,13
Tuesday,1378,0
Tuesday,1379,13
Tuesday,1380,51
Tuesday,1381,128
Tuesday,1382,13
Tuesday,1383,0
Tuesday,1384,0
Tuesday,1385,0
Tuesday,1386,26
Tuesday,1387,274
Tuesday,1388,38
Tuesday,1389,0
Tuesday,1390,0
Tuesday,1391,102
Tuesday,1392,26
Tuesday,1393,13
Tuesday,1394,13
Tuesday,1395,0
Tuesday,1396,0
Tuesday,1397,0
Tuesday,1398,13
Tuesday,1399,13
Tuesday,1400,0
Tuesday,1401,353
Tuesday,1402,640
Tuesday,1403,1142
Tuesday,1404,950
Tuesday,1405,320
Tuesday,1406,335
Tuesday,1407,243
Tuesday,1408,289
Tuesday,1409,128
Tuesday,1410,128
Tuesday,1411,128
Tuesday,1412,212
Tuesday,1413,13
Tuesday,1414,0
Tuesday,1415,26
Tuesday,1416,228
Tuesday,1417,660
Tuesday,1418,497
Tuesday,1419,353
Tuesday,1420,599
Tuesday,1421,620
Tuesday,1422,64
Tuesday,1423,0
Tuesday,1424,243
Tuesday,1425,0
Tuesday,1426,0
Tuesday,1427,197
Tuesday,1428,335
Tuesday,1429,0
Tuesday,1430,0
Tuesday,1431,0
Tuesday,1432,0
Tuesday,1433,0
Tuesday,1434,0
Tuesday,1435,0
Tuesday,1436,320
Tuesday,1437,684
Tuesday,1438,0
Tuesday,1439,640
Tuesday,1440,128
Wednesday,1,0
Wednesday,2,0
Wednesday,3,0
Wednesday,4,0
Wednesday,5,0
Wednesday,6,0
Wednesday,7,0
Wednesday,8,0
Wednesday,9,0
Wednesday,10,0
Wednesday,11,0
Wednesday,12,0
Wednesday,13,0
Wednesday,14,0
Wednesday,15,0
Wednesday,16,0
Wednesday,17,0
Wednesday,18,0
Wednesday,19,0
Wednesday,20,0
Wednesday,21,0
Wednesday,22,64
Wednesday,23,13
Wednesday,24,51
Wednesday,25,26
Wednesday,26,38
Wednesday,27,0
Wednesday,28,0
Wednesday,29,0
Wednesday,30,0
Wednesday,31,26
Wednesday,32,0
Wednesday,33,0
Wednesday,34,0
Wednesday,35,0
Wednesday,36,0
Wednesday,37,0
Wednesday,38,0
Wednesday,39,0
Wednesday,40,13
Wednesday,41,0
Wednesday,42,0
Wednesday,43,0
Wednesday,44,0
Wednesday,45,13
Wednesday,46,13
Wednesday,47,0
Wednesday,48,0
Wednesday,49,102
Wednesday,50,197
Wednesday,51,425
Wednesday,52,182
Wednesday,53,0
Wednesday,54,0
Wednesday,55,0
Wednesday,56,0
Wednesday,57,0
Wednesday,58,0
Wednesday,59,0
Wednesday,60,0
Wednesday,61,0
Wednesday,62,0
Wednesday,63,0
Wednesday,64,0
Wednesday,65,0
Wednesday,66,0
Wednesday,67,0
Wednesday,68,479
Wednesday,69,353
Wednesday,70,0
Wednesday,71,0
Wednesday,72,0
Wednesday,73,0
Wednesday,74,0
Wednesday,75,0
Wednesday,76,0
Wednesday,77,0
Wednesday,78,0
Wednesday,79,0
Wednesday,80,0
Wednesday,81,0
Wednesday,82,0
Wednesday,83,0
Wednesday,84,0
Wednesday,85,0
Wednesday,86,0
Wednesday,87,0
Wednesday,88,0
Wednesday,89,0
Wednesday,90,0
Wednesday,91,0
Wednesday,92,0
Wednesday,93,0
Wednesday,94,0
Wednesday,95,0
Wednesday,96,38
Wednesday,97,0
Wednesday,98,0
Wednesday,99,13
Wednesday,100,0
Wednesday,101,0
Wednesday,102,0
