Subj_1,Subj_2,Subj_4,Subj_5,Subj_6,Subj_7,Subj_8,Subj_9,Subj_10,Subj_11,Subj_13,Subj_14,Subj_15,Subj_16,Subj_17,Subj_18,Subj_19,Subj_20,Subj_21,Subj_22,Subj_23,Subj_24,Subj_25,Subj_27,Subj_28,Subj_30,Subj_31,Subj_33,Subj_34
113.4,2.6,60.4,22.5,66.6,0,41.6,0,71,36.4,0,25,2.4,0,0,0,28.2,0,118.6,3.25,4.8,92.4,0,120.6,149.1,202.5,60.8,0,21.2
2.6,0,45.8,64.7,21.8,46.2,83.4,58.2,6.5,0,0,0,9.6,0,0,0,0,0,90.8,28.25,108.2,63.4,10.4,75.6,82.9,270.8,174.6,10,104.4
307.2,0,0,50.2,12,0,0,73.2,3.25,0,0,37.6,24,0,0,47,1.3,28.2,128,0,37.2,0,11.2,36.4,63.3,70.7,65.2,12.6,58.8
113,0,0,105.9,14.4,0,0,7,0,36.4,20,7.6,40,0,0,0,17.9,0,100.8,0,65,0,12.2,52.6,80.5,98.7,0,64.8,28.2
680.2,7.6,0,24.5,227.4,0,0,0,0,2.6,143,0,26.6,0,30.2,47,9,0,55.4,0,12,0,15.4,218,214.4,140.3,0,30.2,119.4
308.2,0,0,74.1,12,0,7.6,11.6,0,5.2,22.6,17.6,0,0,0,38.33333333,0,0,51.6,0,0,0,0,131,259,109.6,33.6,0,52.6
140,33.2,2.4,8.5,4.8,36.4,22.6,2.4,3.25,75.8,2.6,30,9.6,0,0,0,0,0,24.2,0,9.6,0,0,171.1378764,162.3,103.7,0,25,7.8
117.4,0,0,22,221.8,0,2.6,49.8,0,0,0,67.8,29,20,0,0,0,68.6,38.6,0,24.2,0,57.4,173,196.9,70.1,10,17.6,23.2
62.8,2.6,0,0,119.6,0,0,2.4,0,2.6,41.6,55.2,14.4,0,0,0,2.6,103.4,100,0,14.4,0,0,138.8,67.93019592,77.7,0,20,7.8
156,18,4.8,2,139.6,2.6,0,4.6,0,0,5,0,2.4,0,35.6,0,118,28.2,69.6,0,135.8,0,0,168.6,19.3,186.3,22,12.6,6.8
84.4,70.6,7.2,60.7,57.4,36.4,104,0,28.25,111.6,5,0,9.6,0,0,0,0,0,38.8,0,12,0,0,72.6,56.3,139.2,0,20,4.8
315.2,63.6,0,18.1,199.4,0,0,0,286.75,94.2,2.6,0,9.6,7.6,2.6,0,12.8,0,80.2,0,117.4,0,0,57,1,236.8,86.8,56.8,5.6
163.6,0,0,15.5,70,70.6,0,0,34.5,57.8,0,0,7.2,25,0,0,129.8,0,91.6,0,81.6,0,0,218.8,6.2,143.3,0,0,0
15,12.8,0,2,0,57.8,0,0,0,28.2,12.6,0,16.8,0,0,0,0,0,58,34.5,29,0,0,286.6,0,151.2,2,10,7.8
60.2,10.2,26.6,135.5,0,0,0,2.4,0,18,0,0,4.8,129.6,0,0,34.6,0,2.4,9.5,33.8,0,7.6,49.2,39.6,197.9,0,0,4.8
0,25.4,48.2,194.2,0,67,0,0,0,216.6,22.6,0,19.2,138.6,0,0,5.2,0,50.8,0,12,0,12.8,227.6,18.3,209,0,0,0
61.2,2.6,31.4,192.2,0,159.8,0,4.6,0,113.6,0,0,16.8,83.4,0,0,3.8,0,48.2,0,2.4,0,0,86.4,0,92.5,0,47.6,22.2
17.6,38.4,12,84.4,0,111.6,0,2.4,0,0,0,0,19.2,0,0,65.66666667,59.9,0,40.8,0,17,70.2,31.8,244.2,0,40.8,0,17.6,1
15,0,0,218.3,0,70.6,0,30.2,0,7.6,0,0,2.4,10,0,0,19.7,0,72.8,0,4.8,28.2,5.6,379.6,0,128.4,0,2.6,2
7.6,30.8,26.6,59.1,26.6,0,0,0,0,7.6,0,50.2,21.6,0,12.6,47,0,0,24.2,0,14.4,0,0,330.6,0,154.7,0,0,0
56.6,0,7.2,24.5,0,0,0,0,0,28.2,75.2,66.2,14.4,0,0,0,0,0,151.6,15.75,54.6,1,0,98.4,0,102.1,0,50.6,0
0,0,116.8,27.5,0,0,0,0,0,7.6,5,38.6,47.8,0,0,0,67.6,0,68.6,28.25,159.8,105.2,0,168,0,100.7,47.2,38.6,0
0,0,14.4,64.1,2.4,0,35.6,0,0,12.8,44.6,0,2.4,0,0,0,0,0,100,3.25,93.6,22,0,309,1,199.8,217.2,62.8,1
119,0,2.4,28,0,57.8,0,25.6,0,48.2,0,0,21.8,30.2,0,0,0,0,7.2,9.5,24.2,0,0,255.2,117.4,290,110.8,79.8,2
70.8,0,0,86.3,0,0,0,0,0,0,70.2,0,2.4,30.2,0,0,0,0,73.8,0,16.8,0,0,162.8,60.5,8,100.2,47.2,3
41.2,0,17,216.4,0,0,0,97.8,0,5.2,0,0,4.8,0,0,0,0,0,89.6,9.5,4.8,0,0,403.4757528,4.3,41.2,135.8,41.2,4.8
12.6,0,2.4,24.5,0,0,0,62.8,0,15.4,0,0,38.6,0,44.6,47,31.8,0,48.2,0,2.4,0,0,360,2.4,69.2,4,7.6,0
0,0,120.6,41,14.4,0,0,0,0,7.6,0,0,21.8,0,0,86.33333333,7.7,0,56.6,0,4.8,0,0,267.8,11.1,225.8,0,32.6,8.6
2.6,0,19.2,131.6,0,0,56.8,2.4,0,0,0,2.6,2.4,0,0,4.333333333,55.8,0,45.8,0,4.8,123,0,380.8,4.8,264.3,55.6,62.8,0
285.6,0,191.4,242,21.8,0,5.2,0,0,111.6,0,0,2.4,41.6,53.8,0,0,0,53.2,0,0,0,0,303,16.2,61.5,0,44.6,0
2.6,5.2,66.6,142,0,0,0,14,124.25,10.4,2.6,15.2,0,0,2.6,70.66666667,42.5,0,52.6,0,4.8,0,0,164.4,12,143.2,0,20,55.2
86.8,15.2,76.8,114.6,0,0,0,28,25,10.2,121.4,15.2,7.2,0,25.2,0,9,70.6,29,0,0,0,0,374.8,0,162.3,133.6,0,0
0,0,2.4,166.7,0,0,0,18.6,0,25.6,0,0,2.4,0,0,0,0,36.4,96,0,0,62.2,0,384,0,69.1,0,0,88.2
0,0,0,87.3,0,0,0,0,0,2.6,0,5,9.6,32.6,32.6,0,0,36.4,60.2,0,4.8,0,0,171.4,8.6,24,0,0,79.8
7.6,0,21.8,525,0,10.2,0,21,0,15.4,38.2,0,26.4,44.6,0,55.33333333,0,0,159.4,78.5,4.8,0,0,130.2,0,20,146,2.6,105.8
32.6,0,0,474.9,0,0,0,11.6,0,18,0,0,48.4,0,35.6,0,0,2.6,204.8,0,0,0,0,320,0,142.4,29.2,0,106.2
22.6,0,0,151.4,0,0,0,0,0,38.4,25,12.6,29,0,0,0,0,0,243.2,22,0,0,0,261.6,32.8,109.5,0,0,104.8
25,5.2,0,197.1,0,0,22.6,0,0,7.6,27.6,12.6,14.4,0,5,0,68.4,0,197,0,0,31,0,183.6,27.5,167,20,17.6,112.2
201.2,0,83,114.1,4.8,0,0,0,0,30.8,0,101.4,12,5,0,0,0,0,106.8,0,2.4,0,22.6,307.6,4.8,119.2,0,0,190.8
10,0,0,80.1,0,0,0,4.6,0,10.4,0,2.6,2.4,5,0,0,30.7,0,45.4,0,21.8,0,12.2,483,38.4,22.5,0,0,145
203.8,7.6,21.8,26.5,0,0,15,9.4,0,12.8,7.6,62.8,9.6,17.6,0,0,1.3,0,14.4,0,2.4,0,0,326.6,97.5,141.9,0,25,83.6
111.4,0,0,34,0,42.4,59.4,0,0,2.6,0,47.2,14.4,7.6,7.6,0,0,0,97.6,6.25,0,0,14.2,255,79.5,23.5,0,40.6,18.4
259.6,0,0,54.5,0,12.8,0,2.4,0,12.8,35.2,0,0,35.6,0,47,5.1,0,36.6,0,2.4,0,0,152,47.7,81.1,18,20,65.6
207.4,2.6,0,243.4,0,0,0,7,63.25,110.2,12.6,30.2,2.4,0,0,21.33333333,16.7,7.6,41.2,0,7.2,0,0,331.8,18.4,173.4,0,41.6,60.8
278,63,21.8,40.2,0,88.6,0,35.8,34.5,51.2,0,7.6,48.4,0,0,0,0,0,62.8,0,0,0,0,274.2,0,26.5,36.6,91.2,70.6
105.4,47.6,0,170.6,0,57.8,0,0,0,177.6,32.6,88.4,2.4,0,12.6,0,27.3,35.8,12,0,0,0,3,390.8,0,74,0,72.8,114.2
125.4,35.8,0,111.3,2.4,18,0,7,104.25,183.4,0,7.6,0,0,0,4.333333333,137.1,0,198.4,0,0,51.2,1,242.4,0,84.3,12,38.6,83.6
168.8,0,2.4,119.3,0,0,0,7,48.25,256.6,0,0,21.8,0,20,117.6666667,47.6,0,29,9.5,0,17,0,239.6,0,228.2,0,0,72.4
44.6,15.4,76.8,189.1,0,20.4,0,18.6,0,35.8,0,15,19.2,56.8,0,0,158.4,0,202.2,6.25,0,0,15.9,234.8,0,142,46.2,2.6,331.4
47.2,114.2,0,57.6,0,0,0,116.4,40.75,213,70.4,0,24,0,7.6,0,3.8,25.6,36.2,52,19.4,0,0,179.8,0,139.6,61.2,0,149.2
10,0,37.2,114.1,0,0,0,16.2,0,111.2,10,0,0,0,32.6,30,0,0,57,40.75,0,0,95.2,248.8,0,115.6,4,27.6,144.4
22.6,2.6,101.4,106.7,0,0,0,7,0,0,12.6,0,12,0,0,0,16.6,0,2.4,0,19.4,27.2,0,191.2,0,93.3,56.2,0,45.6
143,7.8,2.4,44.1,0,0,0,2.4,74.75,52.2,27.6,0,0,0,2.6,228,74.2,119.8,12,0,2.4,0,0,137.6,0.5,85.8,0,0,218.8
159.8,12.8,0,91.6,0,30.8,38.6,2.4,18.75,101,52.8,0,24,0,0,76,3.8,45.6,31.4,0,4.8,0,0,354.4,0,125.1,0,27.6,202.0687445
0,5.2,31.4,161.8,37.2,81.4,12.6,33,0,75.2,22.6,0,0,0,0,86.33333333,77.6,0,80.2,69.5,14.4,0,68.6,198.2,8.6,66,25,162,108.8
20,46.2,12,31.6,12,61,7.6,0,3.25,5.2,0,0,36.4,0,0,51.33333333,23,2.6,60.8,18.75,2.4,0,70.6,381.2,26.1,41.6,0,87.2,47.4
163.8,2.6,31.4,0,17,0,12.6,0,0,0,25,20,7.2,0,0,51.33333333,74.6,0,36.6,22,2.4,0,81.6,150.6,9.6,104.8,29.2,15,103.6
44.6,0,21.8,8,21.8,0,2.6,0,357,42.4,2.6,20,14.4,0,0,42.66666667,0,0,58,25,0,9,1.5,203.8,0,209.7,42.6,103,30.8
0,25.6,0,1,0,0,7.6,0,28.25,39.4,2.6,17.6,7.2,0,0,8.666666667,6.4,95.8,4.8,6.25,19.4,0,41.9,450.4,0,78.3,5,42.6,0
79.8,5.2,9.6,59.6,0,0,15.2,0,0,64,0,30.2,31.4,0,17.6,4.333333333,28.9,7.6,21.8,0,0,109,71.8,266.2,0,80,171.6,104.4,0
25.2,12.8,0,370.1,0,0,15,0,0,85,2.6,17.6,16.8,174.2,0,8.666666667,0,30.8,2.4,0,9.6,0,110.4,69.6,0,127.9,66.2,109.4,0
2.6,57.8,0,123.4,0,0,0,0,0,5.2,0,47.6,7.2,0,0,0,10.2,0,58.4,22,17,47.2,59.2,169.2,9.7,85,192.6,41.6,4.8
5,0,110,194.8,4.8,0,47.2,9.4,0,67,0,0,14.4,5,32.6,0,0,0,4.8,18.75,0,0,76.6,462.8,0,110.2,34.2,50.6,0
10,0,21.8,238.9,0,0,0,2.4,0,2.6,2.6,15.2,24.2,0,65.2,4.333333333,0,0,60.4,3.25,2.4,3,9.2,845.6,1,81.3,116,90.8,0
15,0,2.4,150,0,2.6,0,0,71,15.4,15,0,0,7.6,53.8,65.66666667,0,0,7.2,6.5,24.2,0,0,554.2,12.6,138.6,65.2,22.6,0
0,0,217.8,287.9,0,0,0,53.6,0,7.6,17.6,0,12,10,125.4,96.33333333,12.8,0,0,0,2.4,0,7.6,470,36.2,131,2,100,0
30.2,0,90.4,116.9,2.4,0,0,2.4,0,10.2,2.6,95.2,33.8,0,171.2,8.666666667,100.7,2.6,0,104.25,29,0,34.8,122.4,0,226.2,65.8,47.6,0
0,0,63.2,48.2,0,0,0,4.6,0,2.6,0,32.6,21.8,0,30.2,47,5.2,0,0,3.25,7.2,1,161.8,140.4,8.7,351.5,0,25,5.8
44.6,5.2,70,131.3,0,0,0,0,0,64,10.2,59.8,4.8,0,7.6,60.66666667,144,0,2.4,52,7.2,100.4,245.2,28.7378764,36.1,143.4,0,25,0
121.4,0,245.4,59.2,0,0,0,0,28.25,0,2.6,0,26.6,0,15,101.6666667,68.3,0,0,104.25,12,0,122.2,55.6,56.3,189.1,109.4,61.4,0
114.8,39.4,226.6,99.1,2.4,0,32.6,0,0,35.8,5,69.2,2.4,0,38.6,8.666666667,25.6,5.2,43,28.25,39.6,23,116.8,27,167.5,49.1,35.2,7.6,13.4
209.4,0,150.8,128.2,9.6,20.4,138.4,2.4,0,111.6,0,15,0,0,0,169,14.2,2.6,29,160,48.8,0,269.8,37.8,80.1,66.1,9,22.6,85.6
120.4,0,37.2,146.7,48.8,0,0,80.6,279.75,70.2,17.6,0,7.2,0,0,21.33333333,28.2,33.2,2.4,75.75,76.8,0,144.4,286.8,0,2,0,10,0
79.8,2.6,0,269.3,0,18,0,25.6,252.25,12.8,17.6,0,7.2,0,7.6,111.6666667,61.4,0,19.4,19,14.4,25,105,928.2,0,30,49.2,65.8,0
62.8,0,4.8,369.4,0,72.6,0,58.2,273,2.6,15,56.73150651,7.2,0,0,42.66666667,7.7,0,16.8,82.25,45.8,12,183.8,579.8,1,67,102.8,138.6,21.2
0,2.6,51.6,224.6,29,42.4,0,61,365.25,2.6,0,0,19.4,7.6,0,235.6666667,66.6,0,33.8,52,2.4,57.8,37.4,191.8,0.5,127.7,0,41.6,0
0,44.6,29,261.5,2.4,150.6,0,46.6,190,12.8,0,0,4.8,0,0,65.66666667,123.9,0,60.4,0,7.2,45.6,8.2,324.6,9.6,50,133.4,2.6,3.8
37.6,0,2.4,458.4,4.8,28.2,2.6,0,429,42.4,0,0,16.8,0,0,4.333333333,23,0,7.2,0,2.4,90.4,9.2,606.8,5.3,136.2,60.8,0,8.6
5,0,0,171,0,0,0,21,252.25,0,2.6,0,0,0,37.8,4.333333333,73.2,0,16.8,37.75,7.2,0,43.6,753.8,0,38,0,2.6,0
129.6,2.6,9.6,139,0,0,0,9.4,324.5,15.4,2.6,0,56.6,0,30.2,55.33333333,49.9,115.8,172.6,0,0,8,9.2,590,0,41,0,10,2.8
186.2,5.2,0,102.4,0,0,0,2.4,0,5.2,0,56.8,0,58.2,0,473.6666667,18,0,31.4,0,2.4,0,24.6,504,29,24.5,62.2,27.6,0
254.6,10.2,24.2,43,0,0,0,0,0,2.6,2.6,15,0,0,20,333.6666667,0,0,7.2,82.25,2.4,0,45,260.8,0,15.5,0,0,0
37.6,7.6,66.6,99.2,0,0,0,7,0,5.2,45,0,26.6,15,0,0,0,0,2.4,18.75,7.2,0,182.2,92.8,24.2,114.2,0,0,85
20,0,54.4,479.8,0,0,0,96.4,0,7.6,84.4,20,19.2,10,0,0,7.7,2.6,34.2,220.25,0,0,338,48,73.4,22,0,2.6,11.6
75.4,18,89.8,511.6,0,0,0,49.8,0,43.6,40.6,38.6,7.2,177.2,0,0,28.2,0,2.4,0,19.4,2,42.6,114,2.9,53,0,0,0
176.2,0,2.4,255.6,0,0,0,7,99.75,17.8,12.6,0,2.4,32.6,0,0,71.2,81.4,33.8,63.25,0,127,17.4,43.4,24.2,28,33.2,0,23.2
83.4,12.8,4.8,221.5,0,0,0,2.4,0,7.8,32.6,27.6,21.6,2.6,0,0,8.9,0,36.4,9.5,0,0,193.2,414.2,33.8,174.6,0,61.8,0
58.2,43.4,65.6,247.6,0,0,0,0,0,18,0,0,21.8,0,72.8,0,0,7.6,54.6,0,0,0,180,219.6,6.430195922,50.2,0,0,0
77.4,215,4.8,453.8,2.4,0,0,0,0,12.8,2.6,0,45.8,10,32.6,0,144.5,15.4,66.6,3.25,0,82.2,124.8,73.4,4.3,55.3,65.2,0,0
77.4,48.6,0,255.2,0,0,0,28,0,10.2,2.6,15,9.6,2.6,0,0,16.7,0,31.4,0,0,14,149.6,69,16.2,29,0,0,0
124,125,0,502.5,0,0,0,0,0,17.8,22.6,0,4.8,44.6,32.6,0,21.2,0,7.2,0,0,119.6,41.8,213.8,7.7,6.5,0,0,0
59.8,94.6,0,391.1,0,0,0,2.4,0,190,0,0,16.8,17.6,10.2,0,2.6,120.4,7.2,25,0,0,0,173.8,15,104.2,18,17.6,0
0,172,157,287.9,2.4,0,10,0,0,111,0,0,82.8,12.6,0,8.666666667,108.6,0,33.8,15.75,0,0,53.8,37.6,18.4,128.1,34,7.6,3.8
225,18,14.4,196.3,0,7.6,0,101.6,0,161.2,2.6,0,17,0,62.8,0,3.8,5.2,31.4,3.25,0,0,0,71.4,17.4,144.9,91.4,2.6,17.4
44.6,94.8,0,277.2,0,103.4,0,11.6,0,0,0,0,34.2,0,0,4.333333333,0,0,14.4,0,7.2,0,15.9,145.6,5.8,141.4,9,0,4.8
207.4,112.6,0,346.6,0,103.4,0,14,0,28,5,0,0,79.8,17.6,8.666666667,75.7,30.8,31.4,6.25,0,30,46.9,89.2,17.4,98.3,0,0,96.6
108,57.8,0,422.8,0,7.6,2.6,0,0,2.6,2.6,0,33.8,206.8,41.6,0,2.6,15.4,51.6,6.25,2.4,166.4,75.8,85.8,0,66.2,0,44.2,37.8
85.4,189.8,40,221.2,0,0,0,0,0,0,0,5,31.4,169.2,0,0,0,0,54.6,9.5,0,0,152.1,93.4,0,99,0,17.6,41
0,5.2,7.2,187.6,122.6,0,0,38.6,0,10.2,0,0,9.6,47.6,55.2,25.66666667,57.8,41.6,34.2,0,51.2,0,71,51.2,0,73.5,0,0,0
53.8,180.6,0,233,0,0,0,55.4,0,53.2,20,97.4,9.6,7.6,0,420.6666667,2.6,0,2.4,0,61.8,0,11.2,65.8,0,85.1,1,0,0
0,152,0,284.9,4.8,0,0,0,44.5,0,0,229.4,84.6,0,0,0,0,0,2.4,9.5,78.6,0,101.6,33.8,0,99.9,0,7.6,0
69.2,25.6,2.4,266.3,37.2,0,10,2.4,0,7.6,12.6,48.6,2.4,56.8,2.6,0,5.2,85,31.4,9.5,62.8,0,136.6,134.2,24.8,24,0,38.6,8.6
41.2,33.2,9.6,245,0,0,0,57.2,0,2.6,0,53.2,19.2,218.4,15,0,16.7,25.6,19.2,0,2.4,0,99,215.4,0,108.1,0,50.6,0
22.6,28.2,17,359.6,0,0,0,0,0,12.8,12.6,56.2,4.8,0,0,0,77.6,0,179.2,0,0,0,226.4,353.8,12.6,267.3,0,0,0
90.4,53.8,0,237.8,0,0,0,2.4,203.75,0,0,69.2,16.8,2.6,0,0,34.6,15.4,17,0,7.2,0,148.4,277.2,0.5,13.5,0,0,0
5,149.2,0,331.2,0,0,22.6,0,31.25,30.8,30.2,65.8,7.2,0,0,0,0,0,14.4,3.25,24.2,21,50.4,197.4,0,181.5,26.2,0,0
295.2,67,51.6,264.5,0,0,0,0,0,67,0,50.6,56,0,0,0,38.7,7.8,36.2,0,2.4,0,131.2,283.8,15.9,185.1,14,0,0
327.8,196.2,37.2,353.8,0,0,0,141,44.5,66.2,10.2,5,9.6,0,0,0,3.8,23,2.4,0,7.2,53.2,265.8,251,6.8,568.3,0,0,0
313.2,222.2,74.2,321.5,0,0,0,0,78.25,81.4,27.6,5,19.2,7.6,0,0,86.7,0,31.4,22,21.6,0,298.2,162.2,0,399.1,0,0,16.2
312.2,119.8,0,207,0,0,0,85.2,0,69.2,25,0,36.2,0,0,0,0,30.6,19.2,9.5,2.4,0,51.8,326.6,0,292.5,0,53.8,0
91.4,51.8,4.8,303.5,0,0,0,30.2,0,85,25.2,56.73150651,19.2,7.6,0,0,100.9,0,65.6,15.75,0,57.6,4.6,458,2.9,376.7,0,0,1
169.2,67,14.4,275.9,48.8,2.6,0,4.6,28.25,178.8,15,5,4.8,0,7.6,0,1.3,42.4,2.4,6.25,0,0,90,105.6,22.9,321.1,47.6,0,0
161.2,0,2.4,206.6,0,0,0,2.4,34.5,12.8,0,138.2,19.4,0,0,0,3.8,69.6,2.4,0,2.4,11,333,95.6,109.6,247.1,0,0,3.8
20,0,2.4,248.9,7.2,0,0,144.6,31.25,10.2,22.8,35.2,21.6,0,0,38.33333333,0,30.8,2.4,3.25,0,36.6,2,141.6,173.4,232.7,29.2,7.6,0
27.6,15.4,2.4,254.4,0,0,30,136.2,476.75,33.2,7.6,10,2.4,38.6,38.6,8.666666667,63.7,2.6,0,6.25,0,0,23.6,24,182.6,40.5,0,2.6,2
174.6,47.6,0,128.5,0,0,10,0,0,7.6,0,0,7.2,10,2.6,17,16.6,0,12,12.5,0,0,12.2,22.2,0,142.9,0,0,0
2.6,63.6,0,157.6,7.2,0,2.6,0,3.25,133.2,37.6,5,4.8,41.6,0,0,25.9,0,24,0,7.2,4,0,132,0,19,0,15,0
193.8,59.4,0,430.3,26.6,0,0,0,3.25,28.2,0,0,7.2,0,0,0,0,0,0,0,2.4,0,5.1,44.6,0,45,0,10,0
0,81.4,0,210.4,0,0,0,2.4,0,5.2,0,136.6,14.4,0,0,0,14.1,0,21.8,0,12,92.2,0,214.8,13,41.6,0,10,0
83.4,74.2,2.4,451.6,0,0,0,38.6,0,81.4,30.2,104.9315065,4.8,2.6,0,0,25.6,0,0,28.25,0,0,0,196.2,45,102.1,0,0,0
10.2,7.6,0,361.1,101.4,2.6,7.6,66.6,0,114.2,10,86,16.8,25.2,12.6,0,53.3,0,14.4,3.25,0,49.6,0,103,32.4,73.1,0,15,29
344.8,15.4,0,368.1,0,0,10,2.4,0,33.2,257.2134922,154.1315065,98,0,12.6,0,89.8,67,9.6,0,4.8,0,59.4,36.8,0,72.1,0,47.6,0
367.4,30.8,0,565.2,0,0,0,47.6,25,67,266.2134922,66.73150651,9.6,44.6,22.6,17,216.8,2.6,72.4,22,29,24,94.3,220.2,0,61.2,0,2.6,3.8
47.8,0,0,463.4,0,36.4,2.6,0,0,94.8,189.6,7.6,43.4,79.8,0,136.3333333,407,0,9.6,52,33.8,0,93.5,85.6,0,105.4,0,0,2.8
10,30.8,0,222,0,0,0,16.4,71,23,329.6,52.2,26.4,17.6,38.6,0,398.6321736,0,9.6,18.75,0,104.8,21.6,133.6,5.8,75.5,0,47.6,2.8
219.4,0,0,488.1,116.8,2.6,15,21,91,0,342.8,84.8,0,32.6,0,0,235.6,0,41.4,0,0,11,14.4,170.4,31,19,0,25,0
191.4,0,17,423.1,0,57.8,0,0,0,0,194.4,144.6,4.8,30.2,0,0,86.3,0,72.4,0,0,38.2,5.1,43.4,32.4,51.1,0,5,0
12.6,2.6,0,670.9,0,61,176.2,0,0,12.8,182.2,157.2,24,0,0,0,59.1,45.6,76.2,55.75,0,0,45,12.4,0,22.5,35.2,0,0
12.6,0,0,463,36.2,51.8,10,0,0,25.6,333.2,214,16.8,0,0,0,160,107,48.2,6.25,0,0,15.8,136.4,0,90.3,0,75.2,2.8
193.8,0,7.2,326.7,51.6,74.2,7.6,16.2,0,0,219.2,143,9.6,0,15,0,35.3,35.8,29,6.25,0,0,57.9,178,0,83.8,14,87,0
55.2,2.6,48.8,224.1,0,47.6,0,90.2,34.5,10.2,222.4,146,4.8,50.2,2.6,60.66666667,108.6,30.8,80.2,25,0,42.2,97.6,93.2,0,13.5,5,7.6,0
110.4,30.8,0,559.7,7.2,80.8,90.4,14,78.5,5.2,89,91.8,2.4,35.2,7.6,30,137.1160868,205.2,4.8,0,2.4,23,97.2,19.4,52.2,77.7,14,0,0
81.2,0,37.2,417.7,14.4,131.6,0,4.6,9.5,30.8,76.2,78.8,24.2,10,32.6,164.6666667,507.7,137.8,0,0,0,4,55.6,37.8,51.2,86.1,0,15,0
35.2,78.2,0,389.1,17,85.6,0,0,0,12.8,61.2,212.2,24.2,45.2,0,0,236.8321736,128,19.2,0,70,0,23.1,94.8,39,92.4,12,0,0
102.4,60.4,0,275.9,80.2,59.4,0,0,0,23,66.4,256,0,17.6,0,0,307.2,0,0,0,119.2,15,326.7,74.4,174,137.4,0,0,14.6
2.6,25.6,0,404,4.8,15.4,0,0,59.5,12.8,40.2,170.6,31.4,104.8,0,0,221.7321736,18,155,0,81.6,32,273,2.8,132,179.4,26.2,54.4,6.8
22.6,0,0,624.1,2.4,51.2,0,38.6,0,0,0,191.4,21.6,35.6,22.6,12.66666667,214.8,12.8,60.2,0,12,0,45,56.6,73,102.7,0,24.3026308,2
240.4,12.8,0,341.7,155,20.4,0,18.6,18.75,0,44.6,300,38.6,0,15,0,35.8,48.6,0,0,14.4,0,270.2,4.8,0,122.1,3,0,7.8
314.4,0,0,367.9,205.3970035,10.4,2.6,18.6,446.75,10.2,118.2,404.6,53,0,35.2,96.33333333,55.8,2.6,9.6,3.25,0,0,194,4.8,3.3,74.5,25,71.8,0
15,15.4,0,326.6,412,48.6,0,0,252.25,0,229.6,195.8,36.2,15,0,0,100.9,107.6,4.8,0,0,23,119.3,18.4,10.2,48,0,2.6,0
35.6,2.6,31.4,109.4,268.6,114.8,10,0,259.25,0,265.6,349.8,4.8,0,0,172.3333333,171.3,7.6,0,0,0,17,167.3,14.6,78.4,81.2,18,10,0
324.2,28.2,0,180.1,146.4,319,0,23.2,0,5.2,60.41349225,330.8,31.4,27.6,0,0,150.6,0,9.6,0,2.4,0,25.5,19.2,2.8,86.9,0,5,10.6
90.4,69.6,0,129.5,116.8,205.4,129.6,0,0,0,181.6,486.8,55.6,0,0,0,101.2,2.6,9.6,6.25,0,1,101.6,40.6,0,76.8,0,0,87
0,80.8,0,113.7,129.6,64,0,0,3.25,15.4,113.2134922,722.2,2.4,0,0,0,114.9,0,12,86.5,0,83.4,119.3,12.6,2,37.6,0,134,197
74.2,0,0,135.3,109.2,57.8,17.6,0,55.75,0,40,780.8,4.8,2.6,0,0,103.7,5.2,26.6,31.25,63.2,30.2,68.1,21.2,0,121.3,43.2,22.6,6.8
186.2,2.6,60.4,55.5,109.2,77.8,0,2.4,71,15.4,58.2,694.6,29,0,0,186,142,0,0,0,89.8,0,25.6,5.8,0,295,7,0,4
0,7.6,0,102,80.2,115.8,0,2.4,18.75,10.2,166.2,716.8,0,0,0,0,59.6,0,0,15.75,109.2,0,124.4,59.4,0,111.6,0,0,9.6
42.6,20.4,24.2,100.5,220.8,121.8,12.6,38.6,0,15.4,285.6,839.6,48.4,0,38.6,47,400.3,0,4.8,0,9.6,166.8,90.5,0,0,133.4,15,38.6,0
0,5.2,4.8,88.4,150.6,165.8,12.6,4.6,37.75,0,91.2,869.4,24.2,0,0,0,110.9,0,7.2,0,0,0,155,5.6,2.4,254.5,0,10,0
220,0,112.4,299.5,120.3970035,187.4,0,0,0,2.6,10,678.6,62.6,0,7.6,0,95.9,0,2.4,25,0,0,177.2,46.4,34.1,217.3,0,51.9026308,0
58.8,12.8,0,215,526.6,57.8,5,71.8,0,0,0,323.8,4.8,0,27.6,0,76.5,0,0,44.5,0,119.4,194.4,32.8,18.4,113.9,22,120,0
5,7.6,0,210,504.2,28.2,5,133.6,0,7.6,130,292.6,14.4,0,0,12.66666667,115.8,0,0,6.25,0,0,245.4,41.4,5.8,198.8,0,0,0
292.2,0,0,126.4,599,223.4,30.2,176.8,0,0,872,159.2,16.8,0,0,0,147.2,0,0,9.5,0,0,134.6,195.6,71.8,178,60.6,20,0
125.4,2.6,0,40.5,140.6,83.50162885,5,532,0,30.6,1620.4,358.4,16.8,0,0,8.666666667,70.6,0,42,0,7.2,0,67.2,106.2,69.4,190.6,49.2,15,0
0,5.2,43,154.2,576.6,92.2,0,555.8,0,2.6,143,346,21.8,20,0,55.33333333,122.6,28.2,12,0,0,21,86.3,75,110.5,351.3,0,7.6,0
32.6,7.6,0,216.2,664.2,85,0,504,0,2.6,342.4,406,4.8,0,56.8,0,303.5,2.6,42,0,0,20,178.2,32.8,55.1,453.5,0,15,46.8
